ResponseId,Age,Ethnicity,Honesty_YT_Aby_1,Trustworthy_YT_Aby_1,Informed_YT_Aby_1,Harm_YT_Aby,NicotineCool_YT_Aby_1,NicoAttra_YT_Aby_1,VapeFriends_YT_Aby,VapeMonths_YT_Aby,VapeInt_YT_Aby,Honesty_YT_Anna_1,Trustworthy_YT_Anna_1,Informed_YT_Anna_1,Harm_YT_Anna,NicotineCool_YT_Anna_1,NicoAttra_YT_Ann_1,VapeFriends_YT_Anna,VapeMonths_YT_Anna,VapeInt_YT_Anna,Honesty_YT_Cham_1,Trustworthy_YT_Cham_1,Informed_YT_Cham_1,Harm_YT_Cham,NicotineCool_YT_Cham_1,NicoAttra_YT_Cham_1,VapeFriends_YT_Cham,VapeMonths_YT_Cham,VapeInt_YT_Cham,Honesty_YT_Fab_1,Trustworthy_YT_Fab_1,Informed_YT_Fab_1,Harm_YT_Fab,NicotineCool_YT_Fab_1,NicoAttra_YT_Fab_1,VapeFriends_YT_Fab,VapeMonths_YT_Fab,VapeInt_YT_Fab,Honesty_YT_Mae_1,Trustworthy_YT_Mae_1,Informed_YT_Mae_1,Harm_YT_Mae,NicotineCool_YT_Mae_1,NicoAttra_YT_Mae_1,VapeFriends_YT_Mae,VapeMonths_YT_Mae,VapeInt_YT_Mae,Honesty_YT_Zanx_1,Trustworthy_YT_Zanx_1,Informed_YT_Zanx_1,Harm_YT_Zanx,NicotineCool_YT_Zanx_1,NicoAttra_YT_Zanx_1,VapeFriends_YT_Zanx,VapeMonths_YT_Zanx,VapeInt_YT_Zanx,Honesty_OT_Aby_1,Trustworthy_OT_Aby_1,Informed_OT_Aby_1,Harm_OT_Aby,NicotineCool_OT_Aby_1,NicoAttra_OT_Aby_1,VapeFriends_OT_Aby,VapeMonths_OT_Aby,VapeInt_OT_Aby,Honesty_OT_Anna_1,Trustworthy_OT_Anna_1,Informed_OT_Anna_1,Harm_OT_Anna,NicotineCool_OT_Anna_1,NicoAttra_OT_Anna_1,VapeFriends_OT_Anna,VapeMonths_OT_Anna,VapeInt_OT_Anna,Honesty_OT_Cham_1,Trustworthy_OT_Cham_1,Informed_OT_Cham_1,Harm_OT_Cham,NicotineCool_OT_Cham_1,NicoAttra_OT_Cham_1,VapeFriends_OT_Cham,VapeMonths_OT_Cham,VapeInt_OT_Cham,Honesty_OT_Fab_1,Trustworthy_OT_Fab_1,Informed_OT_Fab_1,Harm_OT_Fab,NicotineCool_OT_Fab_1,NicoAttra_OT_Fab_1,VapeFriends_OT_Fab,VapeMonths_OT_Fab,VapeInt_OT_Fab,Honesty_OT_Mae_1,Trustworthy_OT_Mae_1,Informed_OT_Mae_1,Harm_OT_Mae,NicotineCool_OT_Mae_1,NicoAttra_OT_Mae_1,VapeFriends_OT_Mae,VapeMonths_OT_Mae,VapeInt_OT_Mae,Honesty_OT_Zanx_1,Trustworthy_OT_Zanx_1,Informed_OT_Zanx_1,Harm_OT_Zanx,NicotineCool_OT_Zanx_1,NicoAttra_OT_Zanx_1,VapeFriends_OT_Zanx,VapeMonths_OT_Zanx,VapeInt_OT_Zanx,Honesty_YC_Aby_1,Trustworthy_YC_Aby_1,Informed_YC_Aby_1,Harm_YC_Aby,NicotineCool_YC_Aby_1,NicoAttra_YC_Aby_1,VapeFriends_YC_Aby,VapeMonths_YC_Aby,VapeInt_YC_Aby,Honesty_YC_Anna_1,Trustworthy_YC_Anna_1,Informed_YC_Anna_1,Harm_YC_Anna,NicotineCool_YC_Anna_1,NicoAttra_YC_Anna_1,VapeFriends_YC_Anna,VapeMonths_YC_Anna,VapeInt_YC_Anna,Honesty_YC_Cham_1,Trustworthy_YC_Cham_1,Informed_YC_Cham_1,Harm_YC_Cham,NicotineCool_YC_Cham_1,NicoAttra_YC_Cham_1,VapeFriends_YC_Cham,VapeMonths_YC_Cham,VapeInt_YC_Cham,Honesty_YC_Fab_1,Trustworthy_YC_Fab_1,Informed_YC_Fab_1,Harm_YC_Fab,NicotineCool_YC_Fab_1,NicoAttra_YC_Fab_1,VapeFriends_YC_Fab,VapeMonths_YC_Fab,VapeInt_YC_Fab,Honesty_YC_Mae_1,Trustworthy_YC_Mae_1,Informed_YC_Mae_1,Harm_YC_Mae,NicotineCool_YC_Mae_1,NicoAttra_YC_Mae_1,VapeFriends_YC_Mae,VapeMonths_YC_Mae,VapeInt_YC_Mae,Honesty_YC_Zanx_1,Trustworthy_YC_Zanx_1,Informed_YC_Zanx_1,Harm_YC_Zanx,NicotineCool_YC_Zanx_1,NicoAttra_YC_Zanx_1,VapeFriends_YC_Zanx,VapeMonths_YC_Zanx,VapeInt_YC_Zanx,Honesty_OC_Aby_1,Trustworthy_OC_Aby_1,Informed_OC_Aby_1,Harm_OC_Aby,NicotineCool_OC_Aby_1,NicoAttra_OC_Aby_1,VapeFriends_OC_Aby,VapeMonths_OC_Aby,VapeInt_OC_Aby,Honesty_OC_Anna_1,Trustworthy_OC_Anna_1,Informed_OC_Anna_1,Harm_OC_Anna,NicotineCool_OC_Anna_1,NicoAttra_OC_Anna_1,VapeFriends_OC_Anna,VapeMonths_OC_Anna,VapeInt_OC_Anna,Honesty_OC_Cham_1,Trustworthy_OC_Cham_1,Informed_OC_Cham_1,Harm_OC_Cham,NicotineCool_OC_Cham_1,NicoAttra_OC_Cham_1,VapeFriends_OC_Cham,VapeMonths_OC_Cham,VapeInt_OC_Cham,Q274_First.Click,Q274_Last.Click,Q274_Page.Submit,Q274_Click.Count,Honesty_OC_Fab_1,Trustworthy_OC_Fab_1,Informed_OC_Fab_1,Harm_OC_Fab,NicotineCool_OC_Fab_1,NicoAttra_OC_Fab_1,VapeFriends_OC_Fab,VapeMonths_OC_Fab,VapeInt_OC_Fab,Q285_First.Click,Q285_Last.Click,Q285_Page.Submit,Q285_Click.Count,Honesty_OC_Mae_1,Trustworthy_OC_Mae_1,Informed_OC_Mae_1,Harm_OC_Mae,NicotineCool_OC_Mae_1,NicoAttra_OC_Mae_1,VapeFriends_OC_Mae,VapeMonths_OC_Mae,VapeInt_OC_Mae,Honesty_OC_Zanx_1,Trustworthy_OC_Zanx_1,Informed_OC_Zanx_1,Harm_OC_Zanx,NicotineCool_OC_Zanx_1,NicoAttra_OC_Zanx_1,VapeFriends_OC_Zanx,VapeMonths_OC_Zanx,VapeInt_OC_Zanx,ControlQuestion_fitness,ControlQuestion_nofitness,ControlQuestionAge,Condition,white,asian,black,multi,other,sm_exposure,infl_expos,nic_30dayuse,ecig_30dayuse,harmvape_pretest,appeal_cool_pretest,suscept_pretest,sm_freq_use,sub_30dayuse,cigcan_30dayuse
R_5PvmbUBnQoWVN72,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,10,8,Not at all harmful,4,0,Probably not,Probably yes,Probably yes,0,9,0,Slightly harmful,0,2,Probably not,Definitely not,Definitely not,50,87,NA,Not at all harmful,6,6,Probably yes,Probably yes,Definitely yes,66,94,NA,Not at all harmful,7,7,Probably yes,Probably not,Definitely yes,0,8,0,Very harmful,0,5,Definitely not,Probably not,Definitely not,67,65,NA,Not at all harmful,7,6,Definitely yes,Probably not,Definitely yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,,16,Old Treat,0,0,0,1,0,1,1,0,0,4,4,1,3,0,0
R_74RO5uRmo5NgaPv,15,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,21,37,84,Very harmful,1,1,Definitely not,Definitely not,Definitely not,35,23,77,Very harmful,1,1,Probably not,Probably not,Probably not,7,71,48,Slightly harmful,1,0,Definitely not,Probably not,Probably yes,1.033,13.002,12.905,3,17,46,59,Somewhat harmful,1,1,Probably not,Probably not,Probably not,1.362,13.815,15.004,2,14,49,88,Slightly harmful,1,2,Probably not,Probably not,Probably not,13,3,88,Somewhat harmful,1,0,Probably not,Probably not,Probably yes,,People vaping,15,Old Control,0,0,0,1,0,1,0,0,0,2,2,1,1,0,0
R_6zqKMuP1Prd8mbZ,17,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,10,10,10,Very harmful,1,1,Probably yes,Probably yes,Probably not,16,25,22,Somewhat harmful,2,2,Probably yes,Definitely yes,Definitely yes,10,10,10,Somewhat harmful,1,1,Definitely yes,Probably yes,Probably not,28,23,21,Very harmful,2,3,Probably yes,I prefer not to answer,Probably not,6,34,23,Slightly harmful,1,2,Probably yes,Probably not,Definitely yes,10,10,10,Very harmful,1,1,I prefer not to answer,I prefer not to answer,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Control,0,0,0,1,0,1,0,1,1,1,1,1,2,1,1
R_5Zjr821pbFY7s65,15,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,9,10,4,Extremely harmful,0,1,Definitely not,Definitely not,Definitely not,5,6,5,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,5,8,9,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,5,12,7,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,5,5,5,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,11,14,11,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,15,Old Treat,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0
R_6UYP4Y8vk5jnY9o,17,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,7,3,5,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,5,7,5,Extremely harmful,0,1,Definitely not,Definitely not,Definitely not,8,19,11,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0.951,13.508,14.213,2,1,4,7,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,2.492,3.362,17.158,3,1,25,20,Very harmful,0,1,Probably not,Definitely not,Definitely not,5,6,9,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,,People vaping,17,Old Control,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0
R_6ORlXZ1sUgI57k5,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,5,7,7,Extremely harmful,0,1,Probably yes,Probably yes,Probably not,7,9,10,Extremely harmful,1,1,Probably yes,Probably yes,Probably not,7,6,7,Extremely harmful,0,0,Probably yes,Probably yes,Probably not,1.701,16.178,16.683,2,6,8,7,Extremely harmful,0,0,Probably yes,Probably yes,Probably not,1.886,15.931,16.896,2,6,7,6,Extremely harmful,0,1,Probably yes,Probably yes,Probably not,6,1,2,Extremely harmful,0,0,Probably yes,Probably yes,Probably not,,People vaping,16,Old Control,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0
R_7mUJAEdp7tXm3g5,16,No,10,12,13,Somewhat harmful,4,1,Probably yes,Probably yes,Definitely not,77,52,52,Somewhat harmful,5,3,Probably yes,Probably yes,Probably not,6,5,10,Very harmful,3,3,Probably yes,Probably yes,Definitely not,17,14,8,Somewhat harmful,4,5,Probably yes,Probably yes,Probably not,53,54,18,Very harmful,5,3,Probably yes,Probably yes,Probably yes,12,2,4,Very harmful,4,1,Probably yes,Probably yes,Probably not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Treat,0,0,1,0,0,1,1,0,0,2,2,1,1,0,0
R_5Xn8wFWI98Yig6M,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,76,28,15,Very harmful,1,1,Probably not,Probably not,Definitely not,40,50,1,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,10,7,9,Very harmful,1,1,Definitely not,Definitely not,Definitely not,3,3,30,Very harmful,1,1,Definitely not,Definitely not,Definitely not,35,6,3,Very harmful,1,1,Definitely not,Definitely not,Definitely not,7,4,18,Very harmful,1,1,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Control,1,0,0,0,0,0,1,0,0,2,2,1,1,0,0
R_56jKXsOvkgCnchr,15,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,88,74,66,Somewhat harmful,5,4,Probably yes,Probably yes,Probably yes,70,64,81,Somewhat harmful,4,6,Definitely yes,Probably yes,Definitely yes,60,52,62,Somewhat harmful,5,4,Definitely yes,Probably yes,Probably yes,0,0,18.271,0,69,78,66,Somewhat harmful,4,5,Probably yes,Probably not,Definitely yes,0,0,13.83,0,58,49,56,Somewhat harmful,3,3,Probably yes,Probably not,Probably yes,63,70,51,Very harmful,5,4,Probably yes,Probably yes,Definitely yes,,People vaping,15,Old Control,1,0,0,0,0,1,0,1,1,2,2,1,1,1,1
R_3ERqyPZMTYvgpHF,15,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,66,63,67,Very harmful,5,4,Probably yes,Probably yes,Probably yes,68,64,77,Very harmful,4,5,Probably yes,Probably yes,Definitely yes,58,59,54,Very harmful,3,4,Probably yes,Definitely yes,Probably yes,71,63,72,Somewhat harmful,5,4,Probably yes,Probably yes,Probably yes,70,61,75,Very harmful,5,4,Probably yes,Definitely yes,Probably yes,51,47,42,Somewhat harmful,3,3,Probably yes,Probably yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,15,Old Treat,1,0,0,0,0,1,1,1,1,3,3,1,1,1,1
R_5tKEhIzhpGkt8DZ,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,11,10,5,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,31,0,20,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,11,9,13,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,2.266,5.629,12.028,2,10,10,7,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,1.795,12.482,13.182,3,20,20,20,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,8,11,14,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,People vaping and exercising,People vaping,16,Old Control,0,0,0,0,1,0,0,0,0,2,2,1,1,0,0
R_6HT2pmGhXVYf7Fv,16,No,NA,NA,NA,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,21,NA,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,50,50,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,22,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Treat,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0
R_3H58e7K4smsnqEN,16,Yes,18,25,17,Very harmful,1,1,Definitely not,Definitely not,Definitely not,26,32,42,Very harmful,1,2,Definitely not,Definitely not,Definitely not,12,15,15,Very harmful,1,1,Definitely not,Definitely not,Definitely not,20,23,21,Very harmful,1,1,Definitely not,Definitely not,Definitely not,16,16,9,Very harmful,2,1,Definitely not,Definitely not,Definitely not,20,21,26,Very harmful,4,1,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Treat,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0
R_1jrbq2tlFc6OhSF,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,12,20,64,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,29,27,40,Extremely harmful,1,1,Definitely not,Definitely not,Probably not,30,19,62,Very harmful,1,1,Definitely not,Definitely not,Definitely not,11,10,83,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,16,17,52,Extremely harmful,1,1,Definitely not,Definitely not,Probably not,7,7,84,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Control,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
R_7DCF4dcJEu0dYPd,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,7,6,8,Very harmful,1,1,Definitely not,Definitely not,Definitely not,7,7,10,Very harmful,1,1,Definitely not,Definitely not,Definitely not,10,10,10,Very harmful,1,1,Definitely not,Definitely not,Definitely not,1.732,12.587,13.199,2,9,11,7,Very harmful,1,1,Definitely not,Definitely not,Definitely not,1.483,10.687,13.501,5,8,8,7,Very harmful,1,1,Definitely not,Definitely not,Definitely not,7,7,7,Very harmful,1,1,Definitely not,Definitely not,Definitely not,,People vaping,16,Old Control,0,0,0,0,1,1,0,0,0,2,2,1,1,0,0
R_7fJ0N19XZri1lqA,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,42,54,48,Very harmful,3,2,Probably yes,Definitely yes,Probably yes,50,42,48,Very harmful,2,3,Probably yes,Probably yes,Probably not,49,40,45,Very harmful,2,3,Probably yes,Definitely yes,Probably not,46,39,50,Very harmful,2,3,Definitely yes,Probably not,Probably yes,41,33,48,Very harmful,2,3,Probably yes,Probably not,Definitely yes,47,41,55,Very harmful,2,2,Probably yes,Definitely yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Old Treat,1,0,0,0,0,1,1,1,1,2,2,1,1,1,1
